# Frontend Fetch Map
Generated: 20260524_v1

Total caller entries: 458

| frontend_path | kind | file | line |
| `/api/search/providers/status` | endpoint_literal | `frontend/cockpit/assets/claire_governed_provider_readiness.js` | 8 |
| `/api/search/readiness/preflight` | endpoint_literal | `frontend/cockpit/assets/claire_governed_metadata_activation_preflight.js` | 2 |
| `/api/signals/normalized` | endpoint_literal | `frontend/discover/DiscoverPipeline.js` | 61 |
| `/api/signals/normalized` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1068 |
| `/api/sources/actions` | endpoint_literal | `frontend/cockpit/assets/claire_governed_source_registry.js` | 5 |
| `/api/sources/policy/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_provider_capability_and_source_policy.js` | 6 |
| `/api/sources/registry` | endpoint_literal | `frontend/cockpit/assets/claire_governed_source_registry.js` | 4 |
| `/api/system/dependency-chain-proof` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 810 |
| `/api/system/endpoint-reconciliation` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 804 |
| `/api/system/file-readiness` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 1335 |
| `/api/system/industry-standard-endpoint-package` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 784 |
| `/api/system/route-integrity` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 1336 |
| `/api/update-governance/open-web/approve` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 325 |
| `/api/update-governance/open-web/install/apply` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 349 |
| `/api/update-governance/open-web/install/stage` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 336 |
| `/api/update/check` | endpoint_literal | `frontend/js/update_ui.js` | 28 |
| `/api/update/install` | endpoint_literal | `frontend/js/update_ui.js` | 75 |
| `/api/update/prepare` | endpoint_literal | `frontend/js/update_ui.js` | 56 |
| `/api/updater/dashboard-status` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1312 |
| `/api/updater/install` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1346 |
| `/api/updater/preview` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1334 |
| `/api/validation/authority` | endpoint_literal | `frontend/command_center/modern/claire_single_screen_operator.js` | 7 |
| `/api/workflow/bounded-job` | endpoint_literal | `frontend/cockpit/safe_workflow_panel.js` | 7 |
| `/api/workflow/counts` | endpoint_literal | `frontend/cockpit/safe_workflow_panel.js` | 3 |
